"id","participant_id","realAge","correctGuess","predicted_age","finalComments"
"16102","7059","34","0","15.584409143454916",
"16103","7060","29","0","15.07974425014758",
"16104","7061","36","0","16.786310602020095",
"16105","7061","0","0","0",
"16106","7062","33","0","18.854409525683227",
"16107","7062","0","0","0",
"16108","7065","29","0","12.522262845767916",
"16109","7066","29","0","17.7621075355327",
"16110","7066","0","0","0",
"16111","7067","28","0","13.530901450916376",
"16112","7068","52","0","17.14633384173431",
"16113","7070","42","0","17.14633384173431",
"16114","7070","0","0","0",
"16115","7073","18","0","14.732103430345862",
"16116","7076","25","0","17.14633384173431",
"16117","7079","32","0","15.07974425014758",
"16118","7083","30","0","15.584409143454916",
"16119","7084","20","0","17.7621075355327",
"16120","7086","16","0","14.732103430345862",
"16121","7087","17","0","16.121542568136203",
"16122","7087","0","0","0","So close... and yet so far."
"16123","7088","59","0","21.651862963829373",
"16124","7090","22","0","16.647676105033174",
"16125","7091","46","0","15.573406943146349",
"16126","7092","38","0","17.7621075355327",
"16127","7093","29","0","14.732103430345862",
"16128","7097","19","0","17.7621075355327",
"16129","7098","18","0","14.732103430345862",
"16130","7099","34","0","15.584409143454916",
"16131","7099","0","0","0",
"16132","7100","53","0","16.647676105033174",
"16133","7100","0","0","0",
"16134","7101","72","0","15.07974425014758",
"16135","7101","0","0","0",
"16136","7102","45","0","15.08083043006754",
"16137","7102","0","0","0","me a gustado, pero no tengo 15 aÃ±os, ojala...tengo 45 aÃ±os. Gracias. Thank."
"16138","7103","12","0","19.873351237775942",
"16139","7104","20","0","17.1477526832852",
"16140","7105","0","0","0",
"16141","7106","38","0","17.14633384173431",
"16142","7107","33","0","17.14633384173431",
"16143","7108","58","0","19.832784282798023",
"16144","7108","0","0","0",
"16145","7109","41","0","15.573406943146349",
"16146","7109","0","0","0","Nice. I'm 41 and my eyes see as a 15 yo. Awesome
"
"16147","7110","20","0","17.210341333095144",
"16148","7111","15","0","18.854409525683227",
"16149","7112","63","0","19.832784282798023",
"16150","7113","22","0","17.14633384173431",
"16151","7114","10","0","14.731051080168587",
"16152","7116","25","0","15.07974425014758",
"16153","7116","0","0","0",
"16154","7117","24","0","14.732103430345862",
"16155","7117","0","0","0",
"16156","7118","36","0","14.03522455736601",
"16157","7119","39","0","17.49344233539466",
"16158","7123","14","0","15.07974425014758",
"16159","7123","0","0","0","This an amazing study and you were incredibly close to my actual age. I am very glad I did this test. I hope more people are able to experience to also."
"16160","7125","16","0","14.732103430345862",
"16161","7125","0","0","0",
"16162","7124","16","0","14.732103430345862",
"16163","7127","9","0","19.832784282798023",
"16164","7127","0","0","0",
"16165","7131","16","0","15.584409143454916",
"16166","7131","0","0","0",
"16167","7132","16","0","14.03522455736601",
"16168","7134","35","0","16.786310602020095",
"16169","7134","0","0","0",
"16170","7136","0","0","0",
"16171","7138","27","0","18.23176741367221",
"16172","7138","0","0","0","I have a question in my mind that some people are keen about what they are doing others are not. e.g I put great efforts while taking the test that my answers should be correct. Consequently I was guessed to be 18 which is 10 years less than my age. So It is interesting for me to know does their exist any thing that was used to address this problem in your algorithm? 

contact here for further explanation if needed
maliksabahat@live.com"
"16173","7140","15","0","13.577050095406989",
"16174","7141","16","0","15.07974425014758",
"16175","7142","51","0","15.573406943146349",
"16176","7143","43","0","19.832784282798023",
"16177","7144","9","0","17.14633384173431",
"16178","7145","17","0","15.584409143454916",
"16179","7146","16","0","18.854409525683227",
"16180","7147","23","0","18.854409525683227",
"16181","7148","14","0","17.7621075355327",
"16182","7151","42","0","15.584409143454916",
"16183","7150","17","0","18.23176741367221",
"16184","7150","0","0","0",
"16185","7152","16","0","14.732103430345862",
"16186","7153","17","0","18.854409525683227",
"16187","7153","0","0","0",
"16188","7154","14","0","17.14633384173431",
"16189","7155","54","0","14.732103430345862",
"16190","7155","0","0","0"," I had a really hard time choosing the opening on the last four of each and looked for the patterns instead of break in colors."
"16191","7156","44","0","14.732103430345862",
"16192","7158","16","0","18.85672630997877",
"16193","7157","28","0","13.047711091773897",
"16194","7159","16","0","13.530901450916376",
"16195","7160","16","0","14.731051080168587",
"16196","7163","0","0","0","I am 30!"
"16197","7163","30","0","15.584409143454916",
"16198","7165","64","0","16.121542568136203",
"16199","7167","35","0","21.651862963829373",
"16200","7167","0","0","0",
"16201","7168","32","0","17.14633384173431",
"16202","7169","42","0","17.14633384173431",
"16203","7169","0","0","0",
"16204","7170","21","0","14.732103430345862",
"16205","7171","18","0","19.567601620844027",
"16206","7171","0","0","0",
"16207",,"0","0","0",
"16208","7172","39","0","17.14633384173431",
"16209","7174","20","0","19.832784282798023",
"16210","7175","20","0","15.07974425014758",
"16211","7176","12","0","18.854409525683227",
"16212","7176","0","0","0","ni"
"16213","7177","20","0","15.07974425014758",
"16214","7178","21","0","16.786310602020095",
"16215","7182","24","0","18.854409525683227",
"16216","7183","23","0","18.854409525683227",
"16217","7185","50","0","17.14633384173431",
"16218","7186","42","0","17.7621075355327",
"16219","7186","0","0","0",
"16220","7187","19","0","13.047711091773897",
"16221","7188","35","0","13.047711091773897",
"16222","7189","24","0","16.786310602020095",
"16223","7191","39","0","17.76314338888274",
"16224","7191","0","0","0",
"16225","7193","21","0","15.584409143454916",
"16226","7194","40","0","17.14633384173431",
"16227","7200","42","0","15.584409143454916",
"16228","7200","0","0","0",
"16229","7202","17","0","13.04815368030563",
"16230","7203","16","0","24.472195766453424",
"16231","7204","31","0","16.121542568136203",
"16232","7205","52","0","17.7621075355327",
"16233","7206","48","0","17.14633384173431",
"16234","7206","0","0","0",
"16235","7207","15","0","17.14633384173431",
"16236","7209","47","0","16.647676105033174",
"16237","7210","15","0","17.14633384173431",
"16238","7211","32","0","17.7621075355327",
"16239","7211","0","0","0",
"16240","7212","0","0","0","i am 19
"
"16241","7212","19","0","13.047711091773897",
"16242","7213","31","0","14.732103430345862",
"16243","7213","0","0","0",
"16244","7214","0","0","0",
"16245","7214","18","0","17.14633384173431",
"16246","7215","0","0","0",
"16247","7215","13","0","17.49344233539466",
"16248","7216","14","0","15.573406943146349",
"16249","7218","17","0","15.07974425014758",
"16250","7219","30","0","15.08083043006754",
"16251","7219","0","0","0","Cool"
"16252","7221","16","0","17.7621075355327",
"16253","7222","38","0","15.08083043006754",
"16254","7227","16","0","20.280728068163807",
"16255","7228","50","0","13.530901450916376",
"16256","7228","0","0","0",
"16257","7229","15","0","13.530901450916376",
"16258","7230","16","0","14.732103430345862",
"16259","7231","56","0","17.49344233539466",
"16260","7231","0","0","0",
"16261","7233","26","0","15.584409143454916",
"16262","7235","24","0","15.584409143454916",
"16263","7235","0","0","0",
"16264","7236","25","0","13.047711091773897",
"16265","7237","34","0","17.7621075355327",
"16266","7238","37","0","13.047711091773897",
"16267","7238","0","0","0",
"16268","7239","17","0","14.732103430345862",
"16269","7239","0","0","0",
"16270","7242","45","0","15.584409143454916",
"16271","7242","0","0","0","None, other than I was in a very dark room."
"16272","7241","21","0","15.07974425014758",
"16273","7241","0","0","0","Lol. Some of us are gods. Gods have perfect eyesight. "
"16274","7243","33","0","18.854409525683227",
"16275","7244","47","0","15.584409143454916",
"16276","7245","56","0","17.7621075355327",
"16277","7247","9","0","17.14633384173431",
"16278","7248","25","0","17.14633384173431",
"16279","7249","60","0","15.584409143454916",
"16280","7249","0","0","0","I'm glad to know I'm not blind yet. Heh. ;-D"
"16281","7250","0","0","0","I will take 21"
"16282","7250","50","0","21.00391007378417",
"16283","7252","17","0","15.584409143454916",
"16284","7252","0","0","0",
"16285","7254","25","0","12.522262845767916",
"16286","7255","22","0","15.07974425014758",
"16287","7255","0","0","0",
"16288","7256","33","0","19.873351237775942",
"16289","7257","16","0","13.577050095406989",
"16290","7258","19","0","15.07974425014758",
"16291","7258","0","0","0",
"16292","7259","19","0","15.07974425014758",
"16293","7262","29","0","17.14633384173431",
"16294","7265","25","0","18.854409525683227",
"16295","7266","48","0","16.66408867671203",
"16296","7269","59","0","16.66408867671203",
"16297","7270","18","0","13.577050095406989",
"16298","7270","0","0","0",
"16299","7272","17","0","15.08083043006754",
"16300","7273","26","0","17.14633384173431",
"16301","7275","52","0","18.23176741367221",
"16302","7276","5","0","15.08083043006754",
"16303","7278","58","0","17.211424146970216",
"16304","7279","62","0","16.647676105033174",
"16305","7282","23","0","16.647676105033174",
"16306","7283","0","0","0","I'm 47 not 14!"
"16307","7284","47","0","16.121542568136203",
"16308","7284","0","0","0",
"16309","7285","0","0","0","I may have hit yes rather than no.  I am not 14.  I am 51."
"16310","7286","20","0","15.573406943146349",
"16311","7287","0","0","0",
"16312","7288","18","0","15.07974425014758",
"16313","7290","0","0","0",
"16314","7292","47","0","17.1477526832852",
"16315","7293","18","0","17.14633384173431",
"16316","7295","25","0","15.584409143454916",
"16317","7294","54","0","13.530901450916376",
"16318","7296","16","0","22.15151495050772",
"16319","7299","18","0","17.7621075355327",
"16320","7301","25","0","17.7621075355327",
"16321","7301","0","0","0",
"16322","7303","57","0","16.66408867671203",
"16323","7306","41","0","18.854409525683227",
"16324","7307","0","0","0",
"16325","7308","28","0","17.14633384173431",
"16326","7309","69","0","19.832784282798023",
"16327","7309","0","0","0","Um...You pegged my age at 19.  That is some 50 years YOUNGER than my actual age of 69.  That is a really big ass discrepancy.  How come...Call me 609 489 6015..I would like to know WHY---"
"16328","7311","40","0","18.854409525683227",
"16329","7312","26","0","15.584409143454916",
"16330","7312","0","0","0",
"16331","7313","30","0","17.14633384173431",
"16332","7313","0","0","0","na"
"16333","7314","18","0","17.14633384173431",
"16334","7314","0","0","0",
"16335","7316","14","0","18.854409525683227",
"16336","7318","35","0","16.647676105033174",
"16337","7317","29","0","16.086320855853696",
"16338","7317","0","0","0","You said 16. I am 30 and drunk."
"16339","7300","25","0","16.786310602020095",
"16340","7320","48","0","16.647676105033174",
"16341","7322","16","0","15.573406943146349",
"16342","7323","50","0","18.854409525683227",
"16343","7324","57","0","17.7621075355327",
"16344","7324","0","0","0",
"16345","7325","0","0","0",
"16346","7325","48","0","19.873351237775942",
"16347","7326","43","0","23.74954438682716",
"16348","7326","0","0","0",
"16349","7327","41","0","15.07974425014758",
"16350","7327","0","0","0","It thought I was 15. I am actually 41. Good study!!
"
"16351","7328","40","0","16.66408867671203",
"16352","7328","0","0","0",
"16353","7330","14","0","16.121542568136203",
"16354","7329","38","0","15.436047838866184",
"16355","7331","29","0","19.87248616547104",
"16356","7333","45","0","21.45038848153243",
"16357","7333","0","0","0",
"16358","7334","28","0","14.732103430345862",
"16359","7337","25","0","17.14633384173431",
"16360","7338","32","0","17.14633384173431",
"16361","7339","55","0","14.021506072166956",
"16362","7342","20","0","17.14633384173431",
"16363","7343","58","0","16.647676105033174",
"16364","7343","0","0","0",
"16365","7344","26","0","14.732103430345862",
"16366","7345","18","0","14.732103430345862",
"16367","7346","58","0","17.14633384173431",
"16368","7347","29","0","20.436081400393917",
"16369","7348","22","0","15.436047838866184",
"16370","7349","22","0","17.7621075355327",
"16371","7351","0","0","0","Long way out. You said 18, I'm 51!"
"16372","7353","22","0","15.07974425014758",
"16373","7352","26","0","17.14633384173431",
"16374","7357","13","0","18.854409525683227",
"16375","7358","32","0","15.584409143454916",
"16376","7359","14","0","17.1477526832852",
"16377","7360","19","0","18.854409525683227",
"16378","7360","0","0","0","Wow. This is very accurate. I felt quite blind many times because I skipped so many, but it seems that I'm not doing as bad as I expected. I'm sure I could've answered more correctly if I hadn't felt so discouraged so many times by my continued skipping... "
"16379","7361","19","0","15.08083043006754",
"16380","7362","14","0","17.14633384173431",
"16381","7363","22","0","13.530901450916376",
"16382","7363","0","0","0",
"16383","7365","14","0","17.7621075355327",
"16384","7366","26","0","22.370990287922837",
"16385","7366","0","0","0",
"16386","7369","24","0","19.567601620844027",
"16387","7371","20","0","15.07974425014758",
"16388","7373","20","0","15.07974425014758",
"16389","7373","0","0","0",
"16390","7380","14","0","16.786310602020095",
"16391","7377","14","0","17.211424146970216",
"16392","7378","14","0","18.854409525683227",
"16393","7381","49","0","18.854409525683227",
"16394","7383","25","0","16.786310602020095",
"16395","7385","22","0","17.14633384173431",
"16396","7386","18","0","14.732103430345862",
"16397","7387","59","0","17.14633384173431",
"16398","7390","36","0","17.14633384173431",
"16399","7393","49","0","16.786310602020095",
"16400","7396","43","0","17.14633384173431",
"16401","7397","41","0","15.07974425014758",
"16402","7397","0","0","0",
"16403","7400","60","0","17.7621075355327",
"16404","7400","0","0","0","You are quite a long way out!"
"16405","7401","41","0","16.786310602020095",
"16406","7401","0","0","0",
"16407","7402","38","0","15.573406943146349",
"16408","7402","0","0","0","I have ADHD. I am medicated. I can hyperfocus on what is in front of me."
"16409","7403","50","0","15.584409143454916",
"16410","7404","60","0","14.732103430345862",
"16411","7405","48","0","19.832784282798023",
"16412","7405","0","0","0",
"16413","7406","0","0","0","OMG, this is really accurate, I am nearly turning 15!!!!!"
"16414","7407","47","0","15.07974425014758",
"16415","7409","53","0","17.76314338888274",
"16416","7411","63","0","17.14633384173431",
"16417","7412","23","0","14.732103430345862",
"16418","7415","32","0","13.530901450916376",
"16419","7417","18","0","20.93703297487024",
"16420","7421","22","0","15.584409143454916",
"16421","7422","14","0","13.577050095406989",
"16422","7423","58","0","18.23176741367221",
"16423","7423","0","0","0","Wow, at the age of 58, my color differentiation is like that of an 18 year old! No wonder I love colors."
"16424","7424","25","0","16.121542568136203",
"16425","7425","46","0","17.7621075355327",
"16426","7426","0","0","0",
"16427","7427","27","0","16.121542568136203",
"16428","7428","0","0","0",
"16429","7429","55","0","19.832784282798023",
"16430","7429","0","0","0",
"16431","7430","46","0","15.584409143454916",
"16432","7432","25","0","14.731051080168587",
"16433","7433","31","0","17.14633384173431",
"16434","7435","15","0","17.7621075355327",
"16435","7440","15","0","17.7621075355327",
"16436","7439","16","0","13.047711091773897",
"16437","7439","0","0","0","Interesting,"
"16438","7440","0","0","0","this is stupid and pointless
"
"16439","7443","24","0","15.573406943146349",
"16440","7444","30","0","15.573406943146349",
"16441","5611771042","0","0","0",
"16442","7445","21","0","15.573406943146349",
"16443","7446","21","0","14.732103430345862",
"16444","7447","49","0","15.07974425014758",
"16445","7447","0","0","0",
"16446","7451","18","0","15.573406943146349",
"16447","7454","27","0","15.584409143454916",
"16448","7455","4","0","15.573406943146349",
"16449","7459","18","0","15.573406943146349",
"16450","7463","18","0","19.87248616547104",
"16451","7463","0","0","0",
"16452","7464","15","0","16.786310602020095",
"16453","7465","43","0","15.07974425014758",
"16454","7466","13","0","18.854409525683227",
"16455","7466","0","0","0",
"16456","7467","18","0","17.49344233539466",
"16457","7468","18","0","14.732103430345862",
"16458","7469","25","0","17.211424146970216",
"16459","7469","0","0","0",
"16460","7470","16","0","17.7621075355327",
"16461","7471","17","0","15.584409143454916",
"16462","7471","0","0","0",
"16463","7473","15","0","13.530901450916375",
"16464","7474","55","0","18.739157695916514",
"16465","7475","43","0","14.732103430345862",
"16466","7476","36","0","16.647676105033174",
"16467","7481","67","0","15.573406943146349",
"16468","7481","0","0","0",
"16469","7482","28","0","15.07974425014758",
"16470","7482","0","0","0",
"16471","7483","27","0","20.436081400393917",
"16472","7484","15","0","18.854409525683227",
"16473","7485","13","0","17.14633384173431",
"16474","7476","0","0","0",
"16475","7488","18","0","15.584409143454916",
"16476","7489","0","0","0","I am 16 years old. My results predicted 17 years old. I am happy with my results."
"16477","7489","16","0","17.14633384173431",
"16478","7490","0","0","0","I am currently 16 turning 17 in a couple months and I got 15 years old :)"
"16479","7490","16","0","15.573406943146349",
"16480","7492","11","0","15.08083043006754",
"16481","7492","0","0","0",
"16482","7493","46","0","14.732103430345862",
"16483","7495","21","0","20.34783181119329",
"16484","7494","66","0","15.07974425014758",
"16485","7496","15","0","17.14633384173431",
"16486","7498","26","0","16.647676105033174",
"16487","7499","32","0","16.786310602020095",
"16488","7500","33","0","17.14633384173431",
"16489","7501","14","0","19.832784282798023",
"16490","7501","0","0","0",
"16491","7502","24","0","15.584409143454916",
"16492","7502","0","0","0",
"16493","7505","20","0","18.854409525683227",
"16494","7506","16","0","14.732103430345862",
"16495","7508","15","0","23.74954438682716",
"16496","7509","26","0","14.732103430345862",
"16497","7511","20","0","15.584409143454916",
"16498","7511","0","0","0",
"16499","7512","50","0","16.66408867671203",
"16500","7513","30","0","18.854409525683227",
"16501","7514","0","0","0",
"16502","7515","20","0","17.7621075355327",
"16503","7516","54","0","13.047711091773895",
"16504","7517","20","0","16.786310602020095",
"16505","7519","60","0","19.832784282798023",
"16506","7518","12","0","12.522262845767916",
"16507","7520","16","0","19.832784282798023",
"16508","7523","16","0","14.03522455736601",
"16509","7526","32","0","15.584409143454916",
"16510","7528","26","0","13.577050095406989",
"16511","7532","33","0","17.49344233539466",
"16512","7533","42","0","17.14633384173431",
"16513","7536","27","0","15.436047838866184",
"16514","7535","27","0","15.07974425014758",
"16515","7536","0","0","0",
"16516","7540","29","0","18.23176741367221",
"16517","7540","0","0","0",
"16518","7539","31","0","17.49344233539466",
"16519","7538","0","0","0","I am 26"
"16520","7538","26","0","15.573406943146349",
"16521","7542","19","0","16.086320855853696",
"16522","7542","0","0","0",
"16523","7544","24","0","17.49344233539466",
"16524","7549","29","0","16.66408867671203",
"16525","7549","0","0","0",
"16526","7550","17","0","17.7621075355327",
"16527","7550","0","0","0","It guessed I was 17, I said no (because I'm 27), then I accidentally clicked 17 in the drop down menu."
"16528","7551","29","0","17.14633384173431",
"16529","7553","29","0","15.573406943146349",
"16530","7557","31","0","15.07974425014758",
"16531","7555","28","0","15.584409143454916",
"16532","7558","21","0","17.7621075355327",
"16533","7560","40","0","15.584409143454916",
"16534","7560","0","0","0",
"16535","7556","28","0","14.732103430345862",
"16536","7556","0","0","0",
"16537","7561","47","0","13.530901450916376",
"16538","7566","32","0","15.07974425014758",
"16539","7565","53","0","14.732103430345862",
"16540","7563","48","0","15.573406943146349",
"16541","7567","24","0","15.07974425014758",
"16542","7568","37","0","15.07974425014758",
"16543","7569","19","0","20.34783181119329",
"16544","7571","17","0","16.647676105033174",
"16545","7570","0","0","0","I am actually 16 but it says I am 13, just for the records! :)"
"16546","7572","17","0","15.573406943146349",
"16547","7572","0","0","0",
"16548","7574","21","0","15.07974425014758",
"16549","7574","0","0","0",
"16550","7575","23","0","14.732103430345862",
"16551","7576","25","0","13.577050095406989",
"16552","7573","28","0","15.584409143454916",
"16553","7573","0","0","0",
"16554","7578","42","0","17.14633384173431",
"16555","7581","34","0","16.66408867671203",
"16556","7582","42","0","16.647676105033174",
"16557","7582","0","0","0",
"16558","7583","35","0","14.732103430345862",
"16559","7585","30","0","15.07974425014758",
"16560","7586","37","0","15.573406943146349",
"16561","7587","29","0","15.07974425014758",
"16562","7590","42","0","15.07974425014758",
"16563","7590","0","0","0",
"16564","7589","15","0","14.732103430345862",
"16565","7591","32","0","16.086320855853696",
"16566","7592","24","0","15.07974425014758",
"16567","7593","0","0","0","I'm 27."
"16568","7595","0","0","0",
"16569","7595","36","0","14.732103430345862",
"16570","7598","34","0","15.07974425014758",
"16571","7598","0","0","0",
"16572","7597","20","0","15.573406943146349",
"16573","7594","33","0","15.07974425014758",
"16574","7599","31","0","13.047711091773897",
"16575","7602","18","0","17.211424146970216",
"16576","7602","0","0","0",
"16577","7600","32","0","14.732103430345862",
"16578","7604","21","0","15.07974425014758",
"16579","7604","0","0","0","So.. I have a better vision than I thought... Or ... Maybe the test need more testers..?"
"16580","7606","25","0","16.66408867671203",
"16581","7607","27","0","16.086320855853696",
"16582","7607","0","0","0",
"16583","7613","34","0","17.49344233539466",
"16584","7613","0","0","0",
"16585","7614","22","0","15.07974425014758",
"16586","7616","34","0","14.732103430345862",
"16587","7618","42","0","17.14633384173431",
"16588","7617","29","0","15.07974425014758",
"16589","7617","0","0","0",
"16590","7619","21","0","17.14633384173431",
"16591","7620","23","0","15.573406943146349",
"16592","7622","32","0","14.732103430345862",
"16593","7624","27","0","15.07974425014758",
"16594","7625","27","0","13.577050095406989",
"16595","7623","25","0","13.047711091773897",
"16596","7623","0","0","0",
"16597","7625","0","0","0",
"16598","7628","34","0","17.14633384173431",
"16599","7630","37","0","15.07974425014758",
"16600","7630","0","0","0",
"16601","7629","32","0","14.03522455736601",
"16602","7629","0","0","0",
"16603","7631","23","0","16.786310602020095",
"16604","7632","35","0","15.573406943146349",
"16605","7634","27","0","15.584409143454916",
"16606","7634","0","0","0","Interesting!"
"16607","7635","33","0","15.07974425014758",
"16608","7636","30","0","15.07974425014758",
"16609","7637","26","0","17.49344233539466",
"16610","7639","30","0","17.210341333095144",
"16611","7641","24","0","15.07974425014758",
"16612","7642","20","0","17.49344233539466",
"16613","7642","0","0","0",
"16614","7640","25","0","15.07974425014758",
"16615","7643","35","0","17.7621075355327",
"16616","7644","16","0","17.14633384173431",
"16617","7646","15","0","17.7621075355327",
"16618","7648","16","0","18.854409525683227",
"16619","7650","42","0","14.021506072166956",
"16620","7651","25","0","15.573406943146349",
"16621","7654","18","0","15.08083043006754",
"16622","7655","35","0","15.07974425014758",
"16623","7657","23","0","15.584409143454916",
"16624","7658","26","0","15.07974425014758",
"16625","7659","27","0","16.647676105033174",
"16626","7660","32","0","14.732103430345862",
"16627","7663","17","0","16.786310602020095",
"16628","7663","0","0","0",
"16629","7665","29","0","15.07974425014758",
"16630","7664","26","0","15.573406943146349",
"16631","7666","57","0","18.854409525683227",
"16632","7666","0","0","0",
"16633","7668","30","0","15.584409143454916",
"16634","7670","26","0","15.584409143454916",
"16635","7669","28","0","13.047711091773897",
"16636","7671","21","0","14.731051080168587",
"16637","7671","0","0","0",
"16638","7672","44","0","17.14633384173431",
"16639","7673","27","0","16.647676105033174",
"16640","7675","22","0","21.00391007378417",
"16641","7676","28","0","12.705125740546611",
"16642","7677","26","0","14.03522455736601",
"16643","7678","23","0","14.732103430345862",
"16644","7678","0","0","0",
"16645","7680","43","0","13.530901450916376",
"16646","7681","15","0","13.530901450916376",
"16647","7682","33","0","14.021506072166956",
"16648","7683","19","0","14.732103430345862",
"16649","7684","32","0","15.07974425014758",
"16650","7684","0","0","0",
"16651","7687","25","0","15.07974425014758",
"16652","7606","0","0","0",
"16653","7689","26","0","15.573406943146349",
"16654","7689","0","0","0",
"16655","7690","40","0","15.584409143454916",
"16656","7691","63","0","13.530901450916376",
"16657","7691","0","0","0","I am a dyslexic, with very good pattern recognition abilities.  This might have a bearing on my good results."
"16658","7693","26","0","15.07974425014758",
"16659","7693","0","0","0",
"16660","7695","37","0","19.873351237775942",
"16661","7696","25","0","15.584409143454916",
"16662","7697","24","0","13.047711091773897",
"16663","7698","27","0","16.786310602020095",
"16664","7699","19","0","18.854409525683227",
"16665","7699","0","0","0",
"16666","7700","52","0","15.573406943146349",
"16667","7700","0","0","0",
"16668","7701","11","0","15.573406943146349",
"16669","7702","16","0","14.732103430345862",
"16670","7703","46","0","15.07974425014758",
"16671","7703","0","0","0",
"16672","7705","29","0","12.522262845767916",
"16673","7706","43","0","16.647676105033174",
"16674","7706","0","0","0",
"16675","7708","20","0","15.584409143454916",
"16676","7708","0","0","0",
"16677","7710","30","0","17.1477526832852",
"16678","7711","62","0","16.647676105033174",
"16679","7711","0","0","0","Glad to see I still have great eyesightðŸ˜†"
"16680","7712","51","0","21.45038848153243",
"16681","7713","17","0","15.573406943146349",
"16682","7713","0","0","0",
"16683","7715","24","0","14.732103430345862",
"16684","7715","0","0","0",
"16685","7707","10","0","17.14633384173431",
"16686","7716","41","0","16.786310602020095",
"16687","7717","22","0","17.7621075355327",
"16688","7717","0","0","0",
"16689","7718","54","0","16.66408867671203",
"16690","7718","0","0","0",
"16691","7720","21","0","13.530901450916376",
"16692","7721","39","0","15.584409143454916",
"16693","7722","67","0","13.530901450916376",
"16694","7722","0","0","0",
"16695","7723","50","0","17.210341333095144",
"16696","7725","47","0","15.584409143454916",
"16697","7725","0","0","0","I have always had extremely good color acuity, so these results (15 yrs when I am 47) are not surprising."
"16698","7727","35","0","20.93703297487024",
"16699","7728","26","0","13.577050095406989",
"16700","7730","24","0","13.047711091773897",
"16701","7726","20","0","17.1477526832852",
"16702","7731","16","0","14.732103430345862",
"16703","7731","0","0","0","Really fun, I am going to have my mom try it next!"
"16704","7732","49","0","14.732103430345862",
"16705","7733","15","0","17.49344233539466",
"16706","7734","37","0","18.23176741367221",
"16707","7734","0","0","0","I'm just slightly near-sighted, but did not use my glasses."
"16708","7738","15","0","17.7621075355327",
"16709","7739","18","0","17.1477526832852",
"16710","7740","34","0","15.07974425014758",
"16711","7741","31","0","13.530901450916376",
"16712","7741","0","0","0",
"16713","7742","16","0","15.584409143454916",
"16714","7743","35","0","15.584409143454916",
"16715","7743","0","0","0",
"16716","7744","21","0","14.732103430345862",
"16717","7745","48","0","14.03522455736601",
"16718","7746","13","0","16.786310602020095",
"16719","7746","0","0","0","Da fuck bruh? I told you I was in PRE high school get your shit together"
"16720","7747","19","0","17.14633384173431",
"16721","7747","0","0","0","No."
"16722","7748","13","0","18.854409525683227",
"16723","7750","56","0","17.14633384173431",
"16724","7750","0","0","0",
"16725","7751","50","0","17.76314338888274",
"16726","7753","48","0","17.7621075355327",
"16727","7753","0","0","0",
"16728","7752","19","0","14.732103430345862",
"16729","7757","21","0","18.854409525683227",
"16730","7759","12","0","17.14633384173431",
"16731","7761","11","0","17.49344233539466",
"16732","7764","55","0","18.854409525683227",
"16733","7765","0","0","0",
"16734","7764","0","0","0","What a waste of my time as you did not deliver your guess at my age as offered. how old is a person in a mortarboard vaguely near the middle supposed to be - 35? 50?"
"16735","7765","32","0","15.08083043006754",
"16736","7767","20","0","18.854409525683227",
"16737","7766","15","0","13.047711091773897",
"16738","7768","37","0","16.647676105033174",
"16739","7770","20","0","16.786310602020095",
"16740","7769","25","0","16.121542568136203",
"16741","7769","0","0","0",
"16742","7771","18","0","15.07974425014758",
"16743","7773","21","0","13.047711091773897",
"16744","7774","47","0","15.07974425014758",
"16745","7774","0","0","0",
"16746","7777","15","0","18.23176741367221",
"16747","7777","15","0","18.23176741367221",
"16748","7777","0","0","0",
"16749","7778","17","0","14.732103430345862",
"16750","7779","12","0","17.7621075355327",
"16751","7779","0","0","0",
"16752","7780","31","0","15.584409143454916",
"16753","7780","0","0","0",
"16754","7781","85","0","14.021506072166956",
"16755","7782","23","0","16.786310602020095",
"16756","7782","0","0","0",
"16757","7784","30","0","15.07974425014758",
"16758","7787","46","0","17.1477526832852",
"16759","7789","18","0","17.14633384173431",
"16760","7788","17","0","14.021506072166956",
"16761","7790","19","0","17.49344233539466",
"16762","7792","19","0","16.786310602020095",
"16763","7792","0","0","0",
"16764","7793","54","0","18.854409525683227",
"16765","7793","0","0","0","no"
"16766","7795","28","0","17.14633384173431",
"16767","7795","0","0","0",
"16768","7796","16","0","15.584409143454916",
"16769","7796","0","0","0",
"16770","7797","21","0","15.07974425014758",
"16771","7802","20","0","14.021506072166956",
"16772","7802","0","0","0",
"16773","7803","27","0","17.7621075355327",
"16774","7804","46","0","15.573406943146349",
"16775","7804","0","0","0","Lighting in here is really perfect (sunny day, big windows, indirect)"
"16776","7805","24","0","20.436081400393917",
"16777","7808","0","0","0",
"16778","7810","51","0","15.07974425014758",
"16779","7810","0","0","0",
"16780","7811","36","0","17.1477526832852",
"16781","7812","49","0","19.565144043124327",
"16782","7813","25","0","15.07974425014758",
"16783","7816","27","0","15.584409143454916",
"16784","7816","0","0","0",
"16785","7817","14","0","24.34797872370658",
"16786","7819","0","0","0",
"16787","7819","17","0","14.731051080168587",
"16788","7818","57","0","18.854409525683227",
"16789","7818","0","0","0","Not sure that my results support your hypothesis at all ?"
"16790","7821","16","0","14.732103430345862",
"16791","7822","32","0","14.021506072166956",
"16792","7822","0","0","0",
"16793","7824","33","0","14.732103430345862",
"16794","7825","32","0","12.705125740546611",
